STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,LAT,LNG,LATFORMAT,LNGFORMAT,STATE
722261,99999,20130403,71.7,24,63.7,24,9999.9,0,9999.9,0,7.1,24,3.9,24,12,16.9,   86.0*,  60.8*, 0.00I,999.9,0,27267,-80850,27.267,-80.85,FL
722261,99999,20130404,72.9,24,68.2,24,9999.9,0,9999.9,0,9.3,24,6.3,24,15,22,   78.8*,  66.2*, 0.00I,999.9,10,27267,-80850,27.267,-80.85,FL
722265,13821,20130402,61.3,24,46.6,24,1019,24,1012.5,24,10,24,2.5,24,6,999.9,75.2,48.2, 0.00G,999.9,0,32383,-86367,32.383,-86.367,AL
722265,13821,20130403,58,24,39.9,24,1018.4,22,1011.9,24,10,24,6.8,24,13,18.1,70.9,52.3, 0.00H,999.9,10000,32383,-86367,32.383,-86.367,AL
722265,13821,20130404,54.2,24,49.2,24,1015.3,10,1009,24,10,24,9.1,24,15.9,22.9,60.8,51.1, 0.09G,999.9,10000,32383,-86367,32.383,-86.367,AL
722265,13821,20130405,49,9,47.9,9,9999.9,0,1007.8,9,9.1,9,6.1,9,8.9,999.9,   50.5*,  46.4*, 0.00G,999.9,10000,32383,-86367,32.383,-86.367,AL
722267,3878,20130402,59.5,24,44.7,24,1018.4,24,1004.2,24,9.8,24,1.5,24,8,999.9,78.1,43, 0.01G,999.9,0,31867,-86017,31.867,-86.017,AL
722267,3878,20130403,56.4,24,42.5,24,1017.6,24,1003.4,24,9.8,24,5,24,15,21,70,53.1, 0.00G,999.9,10000,31867,-86017,31.867,-86.017,AL
722267,3878,20130404,54.4,24,50.9,24,1014.6,20,1000.3,24,7.9,24,6.1,24,12,19,59,51.1, 0.15G,999.9,10000,31867,-86017,31.867,-86.017,AL
722267,3878,20130405,49.2,8,47.1,8,1013.4,5,999.1,8,5.9,8,5.5,8,8,999.9,   51.1*,  48.0*, 0.03G,999.9,10000,31867,-86017,31.867,-86.017,AL
722268,13839,20130402,64,24,46.1,24,1019,24,1006.4,24,10,24,3.7,24,7,999.9,78.1,48.9, 0.00G,999.9,0,31317,-85450,31.317,-85.45,AL
722268,13839,20130403,58.3,24,46.5,24,1018.6,22,1005.7,24,9.5,24,5.9,24,14,21,71.1,55, 0.00G,999.9,10000,31317,-85450,31.317,-85.45,AL
722268,13839,20130404,57.1,24,54.6,24,1014.9,21,1002.2,24,7.2,24,8.1,24,12,21,59,55, 0.26G,999.9,10000,31317,-85450,31.317,-85.45,AL
722268,13839,20130405,51.4,8,50,8,1013.7,6,1001,8,4.2,8,6,8,8,999.9,   53.1*,  48.9*, 0.09G,999.9,10000,31317,-85450,31.317,-85.45,AL
722269,3850,20130402,64.4,24,47.8,24,1018.3,24,1008,14,10,24,4.2,24,8.9,999.9,79.7,45.9, 0.00G,999.9,0,31267,-85700,31.267,-85.7,AL
722269,3850,20130403,58,24,47.4,24,1017.3,23,1006.3,24,9.6,24,6.5,24,15,22.9,71.8,54.3, 0.23B,999.9,10000,31267,-85700,31.267,-85.7,AL
722269,3850,20130404,58.4,24,55.9,24,1013.9,11,1002.9,24,8.7,24,7.9,24,15,21,   61.5*,  55.4*, 0.07C,999.9,10000,31267,-85700,31.267,-85.7,AL
722269,3850,20130405,53.3,9,51.5,9,1012.9,5,1001.7,9,8.3,9,6.6,9,8.9,999.9,   57.2*,  50.7*, 0.00I,999.9,0,31267,-85700,31.267,-85.7,AL
722270,13864,20130402,56.1,24,33.8,24,1019.4,24,980.8,24,10,24,6.9,24,13,999.9,65.1,45.7, 0.00G,999.9,0,33917,-84517,33.917,-84.517,GA
722270,13864,20130403,52.7,24,29.3,24,1020.9,23,982.1,24,10,24,4.7,24,11.1,999.9,60.6,44.8, 0.03A,999.9,10000,33917,-84517,33.917,-84.517,GA
722270,13864,20130404,44,24,42,24,1019,10,979.9,24,7.4,24,7.6,24,14,25.1,   49.8*,  40.1*, 0.36G,999.9,10000,33917,-84517,33.917,-84.517,GA
722270,13864,20130405,40.5,9,39.3,9,9999.9,0,976.5,9,9.6,9,4.3,9,7,999.9,   41.0*,  39.2*, 0.00G,999.9,10000,33917,-84517,33.917,-84.517,GA
722274,99999,20130402,33,24,19.8,24,9999.9,0,9999.9,0,10,24,5.2,24,11.1,14,   46.4*,  21.2*, 0.00I,999.9,0,40684,-92901,40.684,-92.901,IA
722274,99999,20130403,36.4,24,19.5,24,9999.9,0,9999.9,0,10,24,6.4,24,12,18.1,   48.2*,  26.6*, 0.00I,999.9,0,40684,-92901,40.684,-92.901,IA
722274,99999,20130404,42.8,24,22.9,24,9999.9,0,9999.9,0,10,24,3.7,24,8,999.9,   60.8*,  30.2*, 0.00I,999.9,0,40684,-92901,40.684,-92.901,IA
722275,53843,20130402,65.4,24,46.2,24,1017.9,24,1007,24,9.6,24,2.4,24,8.9,999.9,82.9,48.9, 0.00G,999.9,0,31309,-86394,31.309,-86.394,AL
722275,53843,20130403,59.6,24,47,24,1017.1,20,1005.7,24,8.7,24,3.9,24,14,22.9,73,55, 0.00G,999.9,10010,31309,-86394,31.309,-86.394,AL
722275,53843,20130404,62.3,24,55.6,24,1013.6,17,1002.3,24,7.9,24,5.6,24,11.1,999.9,   69.8*,  59.0*, 0.27G,999.9,10000,31309,-86394,31.309,-86.394,AL
722275,53843,20130405,57.5,8,52,8,1012.1,6,1001.3,8,4.6,8,5.5,8,8,999.9,   61.0*,  55.0*, 0.00G,999.9,10000,31309,-86394,31.309,-86.394,AL
722276,53820,20130402,61.5,24,47.4,24,1018.7,19,1009.3,24,7.1,24,1.2,24,7,999.9,   79.0*,  44.6*, 0.01G,999.9,0,31417,-87050,31.417,-87.05,AL
722276,53820,20130403,57.2,24,48.7,24,1017.3,22,1007.7,24,9.3,24,3.8,24,15,35,72,52, 0.33B,999.9,10000,31417,-87050,31.417,-87.05,AL
722276,53820,20130404,59.5,24,55.6,24,1014.1,18,1004.8,24,8.2,24,2.8,24,7,999.9,   68.0*,  55.4*, 0.06C,999.9,10000,31417,-87050,31.417,-87.05,AL
722276,53820,20130405,57.2,9,54.3,9,1013.2,5,1003.8,9,4.9,9,4.1,9,5.1,999.9,   62.6*,  53.1*,99.99,999.9,10000,31417,-87050,31.417,-87.05,AL
722279,53852,20130402,49.6,24,31.5,24,1021.8,24,1000.3,24,10,24,6.7,24,8.9,15,63,41, 0.00G,999.9,0,34653,-86945,34.653,-86.945,AL
722279,53852,20130403,47.8,24,28.8,24,1022.3,24,1000.8,24,9.8,24,6.5,24,12,17.1,54,42.1, 0.00G,999.9,10000,34653,-86945,34.653,-86.945,AL
722279,53852,20130404,45.4,24,42.7,24,1018.5,15,996.4,24,6,24,5.3,24,9.9,21,48,44.1, 0.52G,999.9,10000,34653,-86945,34.653,-86.945,AL
722279,53852,20130405,44.7,8,42.4,8,1016.3,8,994.8,8,7.6,8,0.7,8,4.1,999.9,   45.0*,  44.1*, 0.46G,999.9,10000,34653,-86945,34.653,-86.945,AL
722280,13876,20130402,57.4,24,39.8,24,1020.3,24,997.7,24,10,24,4.1,24,12,999.9,69.1,45, 0.00G,999.9,0,33566,-86745,33.566,-86.745,AL
722280,13876,20130403,49.7,24,31.7,24,1020.7,24,998,24,9.4,24,6.6,24,9.9,15.9,61,44.1, 0.00G,999.9,10000,33566,-86745,33.566,-86.745,AL
722280,13876,20130404,48,24,45.1,24,1016.8,23,994,24,7.5,24,7.4,24,11.1,20,48.9,46, 0.70G,999.9,10000,33566,-86745,33.566,-86.745,AL
722280,13876,20130405,44.9,8,42.9,8,1015.7,8,992.8,8,8.9,8,3.3,8,5.1,999.9,   46.0*,  44.1*, 0.20G,999.9,10000,33566,-86745,33.566,-86.745,AL
722284,3892,20130402,61.1,24,39.7,24,9999.9,0,989.8,24,10,24,6,24,12,18.1,75.2,51.8, 0.10G,999.9,0,32616,-85433,32.616,-85.433,AL
722284,3892,20130403,56.9,24,34,24,9999.9,0,990.1,24,10,24,9.5,24,15,25.1,69.8,50, 0.00G,999.9,0,32616,-85433,32.616,-85.433,AL
722284,3892,20130404,49.5,24,43.9,24,9999.9,0,987.1,24,9.4,24,11.3,24,15,22,   55.4*,  46.4*, 0.21G,999.9,0,32616,-85433,32.616,-85.433,AL
722284,3892,20130405,44.4,9,40.4,9,9999.9,0,985,9,9.3,9,7,9,11.1,999.9,   46.4*,  42.8*, 0.00G,999.9,0,32616,-85433,32.616,-85.433,AL
722285,3896,20130402,54.6,24,37.3,24,9999.9,0,999.5,24,10,24,5.2,24,13,15,66.2,44.6, 0.00G,999.9,0,33967,-86083,33.967,-86.083,AL
722285,3896,20130403,49.7,24,29.8,24,9999.9,0,1000.5,24,10,24,8,24,13,15,57.2,44.6, 0.00G,999.9,0,33967,-86083,33.967,-86.083,AL
722285,3896,20130404,45.8,24,42,24,9999.9,0,997.3,24,7.1,24,10.1,24,15.9,19,48.2,44.6, 0.84G,999.9,0,33967,-86083,33.967,-86.083,AL
722285,3896,20130405,42.8,9,39.2,9,9999.9,0,994.8,9,10,9,7.2,9,9.9,999.9,9999.9,9999.9, 0.00G,999.9,0,33967,-86083,33.967,-86.083,AL
722286,93806,20130402,60.3,24,41.9,24,1019.6,24,1013,24,10,24,4.8,24,9.9,999.9,72,48, 0.00G,999.9,0,33217,-87600,33.217,-87.6,AL
722286,93806,20130403,51.4,24,34.5,24,1019.8,23,1013.1,24,8.5,24,9.6,24,13,20,   63.0*,  46.4*, 0.00G,999.9,10000,33217,-87600,33.217,-87.6,AL
722286,93806,20130404,51.7,24,48.4,24,1015.8,13,1009.1,24,5.3,24,5.1,24,8,14,54,48.9, 0.47G,999.9,10000,33217,-87600,33.217,-87.6,AL
722286,93806,20130405,50,8,46.6,8,1015.4,5,1008.5,8,7.3,8,5.1,8,8,999.9,   51.8*,  48.0*, 0.04G,999.9,0,33217,-87600,33.217,-87.6,AL
722287,13871,20130402,56.4,24,38.9,24,1019.9,24,998,24,9.8,24,3.9,24,8.9,17.1,69.1,44.1, 0.00G,999.9,0,33587,-85856,33.587,-85.856,AL
722287,13871,20130403,52.7,24,32.7,24,1020.6,24,998.5,24,9.4,24,6.3,24,12,17.1,61,46, 0.00G,999.9,10000,33587,-85856,33.587,-85.856,AL
722287,13871,20130404,47,24,44.3,24,1017.3,19,995.2,24,6.3,24,10,24,14,20,   48.9*,  44.6*, 0.93G,999.9,10000,33587,-85856,33.587,-85.856,AL
722287,13871,20130405,44,8,40.6,8,1015.7,6,993.2,8,9.5,8,5.4,8,7,999.9,   45.0*,  42.8*, 0.38G,999.9,10000,33587,-85856,33.587,-85.856,AL
722291,99999,20130402,36.6,24,18,24,9999.9,0,9999.9,0,10,24,2.7,24,6,999.9,   51.8*,  26.6*, 0.00G,999.9,0,40950,-95917,40.95,-95.917,NE
722291,99999,20130403,41.3,24,22.4,24,9999.9,0,9999.9,0,10,24,7.2,24,15,18.1,   55.4*,  30.2*, 0.00I,999.9,0,40950,-95917,40.95,-95.917,NE
722291,99999,20130404,46.1,24,27.8,24,9999.9,0,9999.9,0,10,24,6.8,24,11.1,19,   64.4*,  32.0*, 0.00I,999.9,0,40950,-95917,40.95,-95.917,NE
722300,53864,20130402,60.2,24,41.6,24,1019.2,24,998.3,24,9.1,24,2.4,24,6,999.9,71.1,50, 0.00G,999.9,0,33183,-86783,33.183,-86.783,AL
722300,53864,20130403,52.2,24,34.1,24,1019.5,22,998.4,24,8,24,4.9,24,8.9,14,66,48, 0.00G,999.9,10000,33183,-86783,33.183,-86.783,AL
722300,53864,20130404,48.7,24,46.8,24,1015.4,11,994.8,24,2.8,24,5.6,24,8,18.1,50,48, 0.71G,999.9,10000,33183,-86783,33.183,-86.783,AL
722300,53864,20130405,46.6,9,44.9,9,9999.9,0,993.5,9,3.6,9,2.4,9,5.1,999.9,   48.2*,  44.6*, 0.40G,999.9,10000,33183,-86783,33.183,-86.783,AL
722308,99999,20130402,68,4,63.5,4,9999.9,0,9999.9,0,7,4,10.5,4,12,999.9,   71.6*,  64.4*, 0.00I,999.9,0,29100,-90200,29.1,-90.2,LA
722308,99999,20130403,66.7,4,65.8,4,9999.9,0,9999.9,0,4.2,4,14.2,4,22,32.1,   68.0*,  64.4*,99.99,999.9,10010,29100,-90200,29.1,-90.2,LA
722308,99999,20130404,60.5,6,58.7,6,9999.9,0,9999.9,0,4.5,6,9.6,6,13,999.9,   62.6*,  57.2*, 0.00I,999.9,0,29100,-90200,29.1,-90.2,LA
722309,12990,20130403,67.4,6,67.1,6,9999.9,0,9999.9,0,4,6,12.7,6,34,43.9,   69.8*,  64.4*,99.99,999.9,10010,29250,-89967,29.25,-89.967,LA
722310,12916,20130402,66.3,24,55.7,24,1017.9,24,1016.9,24,9.3,24,3.9,24,12,17.1,77,55.9, 0.00G,999.9,0,29993,-90251,29.993,-90.251,LA
722310,12916,20130403,65.5,24,61,24,1013.4,17,1012.4,24,8.4,24,10,24,26,34,77,57, 0.81G,999.9,10010,29993,-90251,29.993,-90.251,LA
722310,12916,20130404,57.6,24,53,24,1014.9,24,1014,24,8.6,24,8.5,24,13,20,68,53.1, 1.13G,999.9,10000,29993,-90251,29.993,-90.251,LA
722310,12916,20130405,52.9,9,46.6,9,1016.8,7,1015.8,9,9.7,9,12.2,9,15,22,   55.4*,  51.1*, 0.00G,999.9,10000,29993,-90251,29.993,-90.251,LA
722312,3908,20130402,62.3,24,50.8,24,9999.9,0,1016.7,24,9.6,24,2.8,24,15.9,18.1,   78.8*,  48.2*, 0.00I,999.9,0,30517,-90417,30.517,-90.417,LA
722312,3908,20130403,62.9,24,57.4,24,9999.9,0,1012.8,24,8,24,5.3,24,15.9,25.1,   69.8*,  57.2*,99.99,999.9,10010,30517,-90417,30.517,-90.417,LA
722312,3908,20130404,54.2,24,49.2,24,9999.9,0,1014,24,8.6,24,5.5,24,11.1,15,   60.8*,  50.0*, 0.00I,999.9,0,30517,-90417,30.517,-90.417,LA
722312,3908,20130405,50.2,9,45.4,9,9999.9,0,1015.9,9,9.3,9,7.7,9,11.1,15.9,   51.8*,  48.2*, 0.00I,999.9,0,30517,-90417,30.517,-90.417,LA
722314,53915,20130402,67.8,24,56.5,24,1016.9,21,1016.3,24,8,24,4.7,24,13,999.9,79,55, 0.00G,999.9,100000,30033,-91883,30.033,-91.883,LA
722314,53915,20130403,65.5,24,60.5,24,1013,17,1011.9,24,7.3,24,9.9,21,21,29.9,73.9,57, 1.82G,999.9,10010,30033,-91883,30.033,-91.883,LA
722314,53915,20130404,54.3,24,49.1,24,1016.1,21,1015.6,24,7.9,24,9,24,12,999.9,59,51.1, 0.07G,999.9,10000,30033,-91883,30.033,-91.883,LA
722314,53915,20130405,51.2,8,43.7,8,1018.9,8,1018.2,8,10,8,10.3,8,13,21,   53.1*,  50.0*, 0.00G,999.9,0,30033,-91883,30.033,-91.883,LA
722315,53917,20130402,69.4,24,58.7,24,1016.9,20,1017.6,24,7.8,24,5,24,13,18.1,79,62.1, 0.01G,999.9,100000,30033,-90017,30.033,-90.017,LA
722315,53917,20130403,67.8,24,60.4,24,1013.1,16,1013,24,7.9,24,13.5,24,29.9,42,72,63, 0.07G,999.9,10000,30033,-90017,30.033,-90.017,LA
722315,53917,20130404,61.4,24,52.6,24,1014.1,23,1014.6,24,9.3,24,11.1,24,15.9,22,66.9,57.9, 0.05G,999.9,0,30033,-90017,30.033,-90.017,LA
722315,53917,20130405,57,8,47.9,8,1015.9,7,1016.4,8,10,8,19.3,8,22.9,28,   59.0*,  55.9*, 0.00G,999.9,0,30033,-90017,30.033,-90.017,LA
722316,12958,20130402,69.4,18,57.5,18,1017.9,17,1018,18,8.2,17,5,18,11.1,15,78.1,59,99.99,999.9,10000,29817,-90017,29.817,-90.017,LA
722316,12958,20130403,66.7,19,60.1,19,1013.1,12,1013.3,18,7,19,8.6,19,15.9,22.9,   71.6*,  61.7*,99.99,999.9,110010,29817,-90017,29.817,-90.017,LA
722316,12958,20130404,60.2,18,52.8,18,1014.8,15,1015,18,6.2,18,8.1,18,12,999.9,   66.4*,  54.5*,99.99,999.9,10000,29817,-90017,29.817,-90.017,LA
722316,12958,20130405,55.7,4,9999.9,0,1016,4,1016.2,4,8,4,7.8,4,11.1,999.9,   61.5*,  50.2*, 0.00I,999.9,0,29817,-90017,29.817,-90.017,LA
722319,53943,20130402,62.4,24,53.4,24,9999.9,0,1012.8,24,10,24,2.9,24,11.1,15.9,78.1,50, 0.02A,999.9,10000,31733,-93100,31.733,-93.1,LA
722319,53943,20130403,51.4,24,48.2,24,9999.9,0,1011.9,24,8.3,24,8.1,24,15,18.1,67.1,45.7, 0.74G,999.9,10010,31733,-93100,31.733,-93.1,LA
722319,53943,20130404,44.7,24,42.6,24,9999.9,0,1013.8,24,8.9,24,7.7,24,13,18.1,47.3,43.2, 0.15G,999.9,0,31733,-93100,31.733,-93.1,LA
722319,53943,20130405,46.4,9,42.7,9,9999.9,0,1015.6,9,10,9,6.9,9,11.1,15.9,   46.9*,  43.7*, 0.00G,999.9,0,31733,-93100,31.733,-93.1,LA
722320,13970,20130402,63.3,24,54,24,1017.3,24,1014.7,24,10,24,3.7,24,9.9,999.9,79,50, 0.00G,999.9,10000,30537,-91147,30.537,-91.147,LA
722320,13970,20130403,62,24,58.5,24,1013.6,19,1010.7,24,8.9,24,7.4,24,15,20,70,55, 1.01G,999.9,10010,30537,-91147,30.537,-91.147,LA
722320,13970,20130404,51.8,24,48.2,24,1015.6,21,1013.1,24,8.5,24,5.1,24,9.9,15.9,55,50, 0.24G,999.9,0,30537,-91147,30.537,-91.147,LA
722320,13970,20130405,48.1,8,44.2,8,1018,7,1015.4,8,10,8,6.9,8,8,999.9,   50.0*,  46.9*, 0.00G,999.9,0,30537,-91147,30.537,-91.147,LA
722322,99999,20130402,40.6,24,22.2,24,9999.9,0,9999.9,0,10,24,3.3,24,8.9,999.9,58.3,17.6, 0.00I,999.9,0,37033,-85950,37.033,-85.95,KY
722322,99999,20130403,42.6,24,19.6,24,9999.9,0,9999.9,0,10,24,5.5,24,13,19,58.3,17.6, 0.00I,999.9,0,37033,-85950,37.033,-85.95,KY
722322,99999,20130404,42.9,24,26.4,24,9999.9,0,9999.9,0,9.9,24,3.6,24,7,999.9,   46.4*,  39.2*, 0.01A,999.9,10000,37033,-85950,37.033,-85.95,KY
722323,99999,20130402,68.9,24,60.4,24,9999.9,0,9999.9,0,9.5,24,5.4,24,9.9,16.9,   80.6*,  62.6*, 0.00I,999.9,0,31417,-97800,31.417,-97.8,TX
722323,99999,20130403,53.7,24,52.2,24,9999.9,0,9999.9,0,6.4,24,8.2,24,21,28,   68.0*,  48.2*,99.99,999.9,10010,31417,-97800,31.417,-97.8,TX
722323,99999,20130404,47.3,24,41.5,24,9999.9,0,9999.9,0,9.5,24,8.2,24,11.1,18.1,   51.8*,  44.6*, 0.00I,999.9,0,31417,-97800,31.417,-97.8,TX
722324,3071,20130402,60.4,24,45.5,24,9999.9,0,915.5,24,9.2,24,9.9,24,18.1,22,85.1,44.8, 0.00G,999.9,0,32037,-102101,32.037,-102.101,TX
722324,3071,20130403,44.7,24,36.3,24,9999.9,0,920,24,9.6,24,9.7,24,14,18.1,60.1,39.7, 0.00G,999.9,0,32037,-102101,32.037,-102.101,TX
722324,3071,20130404,49,24,33,24,9999.9,0,922.9,24,10,24,4.6,24,8.9,999.9,   74.8*,  33.4*, 0.00G,999.9,0,32037,-102101,32.037,-102.101,TX
722324,3071,20130405,63.5,9,30.3,9,9999.9,0,921.6,9,10,9,4,9,8,999.9,   73.8*,  52.3*, 0.00I,999.9,0,32037,-102101,32.037,-102.101,TX
722328,99999,20130402,66.5,7,61.1,7,9999.9,0,9999.9,0,6.5,7,3.1,7,9.9,999.9,   77.0*,  59.0*, 0.00I,999.9,100000,29700,-91100,29.7,-91.1,LA
722328,99999,20130403,66.4,10,63.9,10,9999.9,0,9999.9,0,7.5,10,5.9,10,18.1,28.9,   73.4*,  64.4*,99.99,999.9,10000,29700,-91100,29.7,-91.1,LA
722328,99999,20130404,58.2,9,54,9,9999.9,0,9999.9,0,7.3,9,8,9,12,15.9,   69.8*,  53.6*, 0.00I,999.9,100000,29700,-91100,29.7,-91.1,LA
722329,12936,20130402,65.8,24,59.4,24,9999.9,0,1017.5,24,6.9,24,4.3,24,14,18.1,75.2,55.4, 0.00G,999.9,0,29717,-91333,29.717,-91.333,LA
722329,12936,20130403,66.6,24,62.8,24,9999.9,0,1012.9,24,8.7,24,7.9,24,20,24.1,71.6,60.8, 0.34C,999.9,10010,29717,-91333,29.717,-91.333,LA
722329,12936,20130404,56.1,24,52,24,9999.9,0,1015.5,24,9,24,7.7,24,12,15.9,60.8,53.6, 0.00I,999.9,0,29717,-91333,29.717,-91.333,LA
722329,12936,20130405,51.4,9,44.6,9,9999.9,0,1017.9,9,10,9,9.3,9,12,18.1,   53.6*,  48.2*, 0.00I,999.9,0,29717,-91333,29.717,-91.333,LA
722331,99999,20130402,30.1,24,20.8,24,9999.9,0,9999.9,0,10,24,7.4,24,14,20,   39.2*,  23.0*, 0.00I,999.9,0,42467,-93267,42.467,-93.267,IA
722331,99999,20130403,33.6,24,20.8,24,9999.9,0,9999.9,0,10,24,4.6,24,12,15.9,   46.4*,  23.0*, 0.00I,999.9,0,42467,-93267,42.467,-93.267,IA
722331,99999,20130404,41.7,24,27.6,24,9999.9,0,9999.9,0,10,24,9.5,24,15,20,   55.4*,  32.0*, 0.00I,999.9,0,42467,-93267,42.467,-93.267,IA
722332,54953,20130402,24.1,24,6.6,24,9999.9,0,966.6,24,10,24,6.4,24,13,19,   33.8*,  10.4*, 0.00I,999.9,0,45469,-89806,45.469,-89.806,WI
722332,54953,20130403,22.8,24,6.1,24,9999.9,0,972.2,24,10,24,2.2,24,7,15.9,   37.4*,   3.2*, 0.00I,999.9,0,45469,-89806,45.469,-89.806,WI
722332,54953,20130404,36.7,24,19.7,24,9999.9,0,963.1,24,10,24,7,24,14,20,   46.4*,  32.0*, 0.00I,999.9,0,45469,-89806,45.469,-89.806,WI
722332,54953,20130405,32.4,9,18.2,9,9999.9,0,964.3,9,10,9,3.5,9,8.9,999.9,   41.0*,  26.6*, 0.00I,999.9,0,45469,-89806,45.469,-89.806,WI
722334,3976,20130402,63.9,24,51.6,24,9999.9,0,1010,24,10,24,3.3,24,9.9,15,   75.2*,  51.8*,99.99,999.9,10000,30833,-93333,30.833,-93.333,LA
722334,3976,20130403,56.1,24,50.2,24,9999.9,0,1007.2,24,8,24,7.1,24,18.1,35,   69.8*,  48.2*,99.99,999.9,10000,30833,-93333,30.833,-93.333,LA
722334,3976,20130404,46.5,24,41.9,24,9999.9,0,1010.7,24,7.7,24,6.6,24,15,19,   50.0*,  44.6*, 0.00I,999.9,0,30833,-93333,30.833,-93.333,LA
722334,3976,20130405,46.4,9,41,9,9999.9,0,1013,9,9.7,9,6.3,9,8.9,999.9,9999.9,9999.9, 0.00I,999.9,0,30833,-93333,30.833,-93.333,LA
722336,99999,20130402,62.8,24,59.4,24,1017.8,20,9999.9,0,5.7,24,3.6,24,9.9,999.9,73,52, 0.00G,999.9,100000,28133,-93667,28.133,-93.667,0
722336,99999,20130403,64.2,24,62.8,24,1012.6,15,9999.9,0,5.8,24,8,24,28.9,40,66.9,60.1, 0.44G,999.9,110000,28133,-93667,28.133,-93.667,0
722336,99999,20130404,60.4,24,57.2,24,1014.1,19,9999.9,0,5.7,24,6,24,14,19,64.9,57, 1.65G,999.9,10000,28133,-93667,28.133,-93.667,0
722338,12994,20130402,73.3,24,62.5,24,9999.9,0,988.8,24,8.8,24,9.1,24,15.9,22,   83.3*,  67.6*, 0.00I,999.9,0,27350,-98733,27.35,-98.733,TX
722338,12994,20130403,69.8,24,59.3,24,9999.9,0,987.8,24,9.4,24,10.1,24,15.9,21,   82.8*,  60.1*, 0.00I,999.9,0,27350,-98733,27.35,-98.733,TX
722338,12994,20130404,61.2,24,43.6,24,9999.9,0,995.9,24,9.8,24,8.2,24,15.9,20,   78.3*,  50.5*, 0.00I,999.9,0,27350,-98733,27.35,-98.733,TX
722338,12994,20130405,65.2,9,33.8,9,9999.9,0,996.4,9,10,9,4.4,9,8,999.9,   77.2*,  53.1*, 0.00I,999.9,0,27350,-98733,27.35,-98.733,TX
722340,13865,20130402,59.7,24,47.2,24,1018.7,24,1007.7,24,10,24,3.3,24,11.1,999.9,77,45, 0.00G,999.9,0,32335,-88744,32.335,-88.744,MS
722340,13865,20130403,52.5,24,40.9,24,1017.9,24,1006.8,24,9.3,24,9.9,24,15,20,77,45, 0.00G,999.9,10000,32335,-88744,32.335,-88.744,MS
722340,13865,20130404,50.7,24,49.2,24,1014.9,19,1003.9,24,5.7,24,5.3,24,12,18.1,57,46, 0.42G,999.9,10000,32335,-88744,32.335,-88.744,MS
722340,13865,20130405,48.9,9,47.9,9,1015.6,5,1003.9,9,7.6,9,6.6,9,11.1,999.9,   51.8*,  46.9*, 0.06G,999.9,10000,32335,-88744,32.335,-88.744,MS
722341,92822,20130402,70.1,11,51.8,11,9999.9,0,1018.2,11,9.1,11,8.8,11,11.1,17.1,   75.2*,  57.2*, 0.00I,999.9,100000,29300,-81117,29.3,-81.117,FL
722341,92822,20130404,72.8,9,64.8,9,9999.9,0,1013.8,9,7,9,7,9,9.9,15,   75.2*,  68.0*, 0.00I,999.9,0,29300,-81117,29.3,-81.117,FL
722342,54931,20130402,26.7,24,19.3,24,9999.9,0,977.1,24,10,24,2,24,11.1,999.9,37.2,18.9, 0.00I,999.9,0,44250,-95600,44.25,-95.6,MN
722342,54931,20130403,34.3,24,22.9,24,9999.9,0,976.1,24,10,24,8.7,24,20,28,55.9,23.9, 0.00I,999.9,0,44250,-95600,44.25,-95.6,MN
722342,54931,20130404,42.2,24,29.3,24,9999.9,0,970.4,24,10,24,14.3,24,24.1,29.9,53.8,33.1, 0.00I,999.9,0,44250,-95600,44.25,-95.6,MN
722342,54931,20130405,29.5,9,23.2,9,9999.9,0,974,9,10,9,8.7,9,12,17.1,   36.0*,  25.2*, 0.00I,999.9,0,44250,-95600,44.25,-95.6,MN
722343,54826,20130402,32.3,24,17,24,9999.9,0,997.6,24,10,24,6.6,24,14,19,   37.0*,  25.3*,99.99,999.9,1000,42351,-86256,42.351,-86.256,MI
722343,54826,20130403,29.5,24,16.7,24,9999.9,0,1003.3,24,10,24,3.3,24,9.9,17.1,38.1,19.4, 0.00I,999.9,0,42351,-86256,42.351,-86.256,MI
722343,54826,20130404,35.4,24,17.1,24,9999.9,0,998.9,24,9.9,24,4.8,24,15,18.1,   51.6*,  22.1*, 0.00I,999.9,0,42351,-86256,42.351,-86.256,MI
722343,54826,20130405,45.8,9,23.5,9,9999.9,0,990.7,9,10,9,3,9,8.9,999.9,   50.7*,  36.9*, 0.00I,999.9,0,42351,-86256,42.351,-86.256,MI
722345,3866,20130402,59.5,24,45.6,24,1020.2,23,1007.7,24,10,24,3.7,24,8,999.9,73.9,46, 0.00G,999.9,0,32550,-88567,32.55,-88.567,MS
722345,3866,20130403,51.4,24,38.1,24,1019.8,22,1007,24,8.9,24,6,24,12,15.9,66.9,45, 0.00G,999.9,10000,32550,-88567,32.55,-88.567,MS
722345,3866,20130404,50.8,24,48.6,24,1016.4,19,1003.8,24,3.7,24,3.6,24,8,999.9,   55.4*,  46.4*, 0.47G,999.9,10000,32550,-88567,32.55,-88.567,MS
722345,3866,20130405,50.2,8,48,8,1015.9,6,1003.4,8,3.6,8,8.1,8,13,999.9,   52.0*,  48.2*, 0.07G,999.9,10000,32550,-88567,32.55,-88.567,MS
